Day,Month,Year,Venue,City,Country,Tour,Latitude,Longitude
16,Oct,1992,The Palace Of Auburn Hills,Auburn Hills,USA,The One Tour,42.6875323,-83.2341028
23,Oct,1992,Frank Erwin Center,Austin,USA,The One Tour,30.2711286,-97.7436995
24,Oct,1992,LSU Assembly Center,Baton Rouge,USA,The One Tour,30.4494155,-91.1869659
25,Oct,1992,Starplex Amphitheater,Dallas,USA,The One Tour,32.7762719,-96.7968559
30,Oct,1992,Oakland-Alameda County Coliseum Arena,Oakland,USA,The One Tour,37.8044557,-122.271356
1,Nov,1992,Shoreline Amphitheatre,Mountain View,USA,Neil Young Bridge Benefit,37.3893889,-122.0832101
2,Nov,1992,Great Western Forum,Los Angeles,USA,The One Tour,34.0536909,-118.242766
4,Nov,1992,Great Western Forum,Los Angeles,USA,The One Tour,34.0536909,-118.242766
13,Nov,1992,Azteca Stadium,Mexico City,Mexico,The One Tour,19.3207722,-99.1514678
14,Nov,1992,Azteca Stadium,Mexico City,Mexico,The One Tour,19.3207722,-99.1514678
21,Nov,1992,River Plate Stadium,Buenos Aires,Argentina,The One Tour,-34.6095579,-58.3887904
22,Nov,1992,River Plate Stadium,Buenos Aires,Argentina,The One Tour,-34.6095579,-58.3887904
13,Feb,1993,Mt Smart Stadium,Auckland,New Zealand,The One Tour,-36.852095,174.7631803
16,Feb,1993,National Tennis Center,Melbourne,Australia,The One Tour,-37.8142454,144.9631732
17,Feb,1993,National Tennis Center,Melbourne,Australia,The One Tour,-37.8142454,144.9631732
19,Feb,1993,National Tennis Center,Melbourne,Australia,The One Tour,-37.8142454,144.9631732
20,Feb,1993,National Tennis Center,Melbourne,Australia,The One Tour,-37.8142454,144.9631732
23,Feb,1993,Perth Entertainment Center,Perth,Australia,The One Tour,-31.9558967,115.8605784
24,Feb,1993,Perth Entertainment Center,Perth,Australia,The One Tour,-31.9558967,115.8605784
26,Feb,1993,Adelaide Entertainment Center,Adelaide,Australia,The One Tour,-34.9281805,138.5999312
27,Feb,1993,Adelaide Entertainment Center,Adelaide,Australia,The One Tour,-34.9281805,138.5999312
1,Mar,1993,Brisbane Entertainment Center,Brisbane,Australia,The One Tour,-27.4689623,153.0235009
2,Mar,1993,Brisbane Entertainment Center,Brisbane,Australia,The One Tour,-27.4689623,153.0235009
4,Mar,1993,Sydney Entertainment Centre,Sydney,Australia,The One Tour,-33.8698439,151.2082848
5,Mar,1993,Sydney Entertainment Centre,Sydney,Australia,The One Tour,-33.8698439,151.2082848
6,Mar,1993,Sydney Entertainment Centre,Sydney,Australia,The One Tour,-33.8698439,151.2082848
8,Mar,1993,Sydney Entertainment Centre,Sydney,Australia,The One Tour,-33.8698439,151.2082848
9,Mar,1993,Sydney Entertainment Centre,Sydney,Australia,The One Tour,-33.8698439,151.2082848
11,Mar,1993,Sydney Entertainment Centre,Sydney,Australia,The One Tour,-33.8698439,151.2082848
12,Mar,1993,Sydney Entertainment Centre,Sydney,Australia,The One Tour,-33.8698439,151.2082848
13,Mar,1993,Sydney Entertainment Centre,Sydney,Australia,The One Tour,-33.8698439,151.2082848
16,Mar,1993,Hong Kong Coliseum,Hong Kong,Hong Kong,The One Tour,22.2793278,114.1628131
17,Mar,1993,Hong Kong Coliseum,Hong Kong,Hong Kong,The One Tour,22.2793278,114.1628131
19,Mar,1993,Hong Kong Coliseum,Hong Kong,Hong Kong,The One Tour,22.2793278,114.1628131
20,Mar,1993,Hong Kong Coliseum,Hong Kong,Hong Kong,The One Tour,22.2793278,114.1628131
23,Mar,1993,Indoor Stadium,Singapore,Singapore,The One Tour,1.357107,103.8194992
24,Mar,1993,Indoor Stadium,Singapore,Singapore,The One Tour,1.357107,103.8194992
9,Apr,1993,Capital Centre,Landover,USA,The One Tour,38.9253129,-76.8815433
10,Apr,1993,The Spectrum,Philadelphia,USA,The One Tour,39.9527237,-75.1635262
13,Apr,1993,Montreal Forum,Montreal,Canada,The One Tour,45.5031824,-73.5698065
14,Apr,1993,Montreal Forum,Montreal,Canada,The One Tour,45.5031824,-73.5698065
16,Apr,1993,Boston Garden,Boston,USA,The One Tour,42.3554334,-71.060511
17,Apr,1993,Boston Garden,Boston,USA,The One Tour,42.3554334,-71.060511
20,Apr,1993,Nutter Center,Dayton,USA,The One Tour,39.7589478,-84.1916069
21,Apr,1993,Bradley Center,Milwaukee,USA,The One Tour,43.0386475,-87.9090751
23,Apr,1993,Civic Arena,Pittsburgh,USA,The One Tour,40.4416941,-79.9900861
24,Apr,1993,The Palace Of Auburn Hills,Auburn Hills,USA,The One Tour,42.6875323,-83.2341028
25,Apr,1993,Memorial Auditorium,Buffalo,USA,The One Tour,42.8867166,-78.8783922
27,Apr,1993,Nederland Theatre,New York,USA,The One Tour,40.7127281,-74.0060152
30,Apr,1993,University Of Kentucky,Lexington,USA,The One Tour,38.0464066,-84.4970393
1,May,1993,Thompson-Boling Arena,Knoxville,USA,The One Tour,35.9603948,-83.9210261
3,May,1993,Orlando Arena,Orlando,USA,The One Tour,28.5421109,-81.3790304
4,May,1993,Orlando Arena,Orlando,USA,The One Tour,28.5421109,-81.3790304
5,May,1993,Miami Arena,Miami,USA,The One Tour,25.7741728,-80.19362
7,May,1993,Dean Smith Center,Chapel Hill,USA,The One Tour,35.9131542,-79.05578
8,May,1993,The Omni,Atlanta,USA,The One Tour,33.7544657,-84.3898151
12,May,1993,Earls Court,London,England,The One Tour,51.4893335,-0.1440551
13,May,1993,Earls Court,London,England,The One Tour,51.4893335,-0.1440551
15,May,1993,Westfallenhalle,Dortmund,Germany,The One Tour,51.5142273,7.4652789
16,May,1993,Westfallenhalle,Dortmund,Germany,The One Tour,51.5142273,7.4652789
18,May,1993,Flanders Expo,Ghent,Belgium,The One Tour,51.0538286,3.7250121
19,May,1993,Hall Rhenus,Strasbourg,France,The One Tour,48.584614,7.7507127
21,May,1993,Festhalle,Frankfurt,Germany,The One Tour,50.1106444,8.6820917
22,May,1993,Festhalle,Frankfurt,Germany,The One Tour,50.1106444,8.6820917
24,May,1993,Bercy,Paris,France,The One Tour,48.8588897,2.320041
25,May,1993,Bercy,Paris,France,The One Tour,48.8588897,2.320041
26,May,1993,Bercy,Paris,France,The One Tour,48.8588897,2.320041
27,May,1993,Bercy,Paris,France,The One Tour,48.8588897,2.320041
30,May,1993,Garbsen,Hannover,Germany,The One Tour,52.3744779,9.7385532
31,May,1993,Nuremburgh Stadium,Nuremburg,Germany,The One Tour,,
2,Jun,1993,Hallenstadion,Zurich,Switzerland,The One Tour,47.3744489,8.5410422
3,Jun,1993,Hallenstadion,Zurich,Switzerland,The One Tour,47.3744489,8.5410422
4,Jun,1993,Residenzplatz,Salzburg,Austria,The One Tour,47.7981346,13.0464806
6,Jun,1993,The Forum,Milan,Italy,The One Tour,45.4641943,9.1896346
7,Jun,1993,Palav Sant Jordi,Barcelona,Spain,The One Tour,41.3825802,2.177073
8,Jun,1993,Valencia Stadium,Valencia,Spain,The One Tour,39.4697065,-0.3763353
10,Jun,1993,Marbella Stadium,Marbella,Spain,The One Tour,36.508976,-4.88562
12,Jun,1993,Tenerife Stadium,Tenerife,Spain,The One Tour,28.2935785,-16.6214471
17,Jun,1993,The Yarkon Park,Tel Aviv,Israel,The One Tour,32.0852997,34.7818064
18,Jun,1993,Athens Stadium,Athens,Greece,The One Tour,37.9755648,23.7348324
20,Jun,1993,Istanbul Stadium,Istanbul,Turkey,The One Tour,41.006381,28.9758715
6,Sep,1993,Foxboro Stadium,Foxborough,USA,Walden Woods Benefit Concert,42.0653768,-71.2478308
23,Sep,1993,Wilshire Hotel,Los Angeles,USA,AIDS Benefit,34.0536909,-118.242766
30,Sep,1993,Sunrise Theater,Fort Lauderdale,USA,Elton John and Ray Cooper,26.1223084,-80.1433786
1,Oct,1993,Sunrise Theater,Fort Lauderdale,USA,Elton John and Ray Cooper,26.1223084,-80.1433786
2,Oct,1993,Sunrise Theater,Fort Lauderdale,USA,Elton John and Ray Cooper,26.1223084,-80.1433786
5,Oct,1993,Lakefront Arena,New Orleans,USA,Elton John and Ray Cooper,29.9559145,-90.0730259
6,Oct,1993,LSU Assembly Center,Baton Rouge,USA,Elton John and Ray Cooper,30.4494155,-91.1869659
8,Oct,1993,Cynthia Woods Mitchell Pavilion,Woodlands,USA,Elton John and Ray Cooper,39.8067425,-80.8170358
9,Oct,1993,Cynthia Woods Mitchell Pavilion,Woodlands,USA,Elton John and Ray Cooper,39.8067425,-80.8170358
10,Oct,1993,Starplex Amphitheater,Dallas,USA,Elton John and Ray Cooper,32.7762719,-96.7968559
13,Oct,1993,Centennial Hall,Toledo,USA,Elton John and Ray Cooper,41.6529143,-83.5378173
15,Oct,1993,University Of Michigan,Ann Arbor,USA,Elton John and Ray Cooper,42.2813722,-83.7484616
16,Oct,1993,Breslin Center,East Lansing,USA,Elton John and Ray Cooper,42.7320307,-84.4721678
17,Oct,1993,Riverfront Coliseum,Cincinnati,USA,Elton John and Ray Cooper,39.1014537,-84.5124602
20,Oct,1993,Veterans Memorial Coliseum,New Haven,USA,Elton John and Ray Cooper,41.3082138,-72.9250518
22,Oct,1993,Mullins Center,Amherst,USA,Elton John and Ray Cooper,42.3731948,-72.5198761
23,Oct,1993,Civic Center,Providence,USA,Elton John and Ray Cooper,41.8239891,-71.4128343
24,Oct,1993,Cumberland County Civic Center,Portland,USA,Elton John and Ray Cooper,45.5202471,-122.674194
6,Dec,1993,The Superbowl,Sun City,South Africa,Elton John and Ray Cooper,-25.3487816,27.0950203
7,Dec,1993,The Superbowl,Sun City,South Africa,Elton John and Ray Cooper,-25.3487816,27.0950203
9,Dec,1993,The Superbowl,Sun City,South Africa,Elton John and Ray Cooper,-25.3487816,27.0950203
10,Dec,1993,The Superbowl,Sun City,South Africa,Elton John and Ray Cooper,-25.3487816,27.0950203
9,Apr,1994,Carnegie Hall,New York,USA,Rainforest Benefit,40.7127281,-74.0060152
8,Jul,1994,Veterans Stadium,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
9,Jul,1994,Veterans Stadium,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
12,Jul,1994,Veterans Stadium,Philadelphia,USA,Face To Face,39.9527237,-75.1635262
14,Jul,1994,Rich Stadium,Buffalo,USA,Face To Face,42.8867166,-78.8783922
17,Jul,1994,Foxboro Stadium,Foxborough,USA,Face To Face,42.0653768,-71.2478308
18,Jul,1994,Foxboro Stadium,Foxborough,USA,Face To Face,42.0653768,-71.2478308
20,Jul,1994,RFK Stadium,Washington,USA,Face To Face,38.8950368,-77.0365427
22,Jul,1994,Giants Stadium,East Rutherford,USA,Face To Face,40.833989,-74.0970865
24,Jul,1994,Giants Stadium,East Rutherford,USA,Face To Face,40.833989,-74.0970865
26,Jul,1994,Giants Stadium,East Rutherford,USA,Face To Face,40.833989,-74.0970865
28,Jul,1994,Giants Stadium,East Rutherford,USA,Face To Face,40.833989,-74.0970865
29,Jul,1994,Giants Stadium,East Rutherford,USA,Face To Face,40.833989,-74.0970865
2,Aug,1994,Three Rivers Stadium,Pittsburgh,USA,Face To Face,40.4416941,-79.9900861
4,Aug,1994,Pontiac Silverdome,Detroit,USA,Face To Face,42.3315509,-83.0466403
6,Aug,1994,Ohio Stadium,Columbus,USA,Face To Face,39.9622601,-83.0007065
9,Aug,1994,Busch Stadium,St. Louis,USA,Face To Face,38.6280278,-90.1910154
11,Aug,1994,Milwaukee County Stadium,Milwaukee,USA,Face To Face,43.0386475,-87.9090751
13,Aug,1994,Cyclone Stadium,Ames,USA,Face To Face,42.0267567,-93.6170448
16,Aug,1994,Alamodome,San Antonio,USA,Face To Face,29.4246002,-98.4951405
19,Aug,1994,Georgia Dome,Atlanta,USA,Face To Face,33.7544657,-84.3898151
21,Aug,1994,Citrus Bowl,Orlando,USA,Face To Face,28.5421109,-81.3790304
9,Sep,1994,Desert Sky Pavilion,Phoenix,USA,Elton John and Ray Cooper,33.4484367,-112.074141
10,Sep,1994,Thomas and Mack Center,Las Vegas,USA,Elton John and Ray Cooper,36.1674263,-115.1484131
13,Sep,1994,Fiddlers Green Amphitheater,Denver,USA,Elton John and Ray Cooper,39.7392364,-104.984862
16,Sep,1994,San Jose Arena,San Jose,USA,Elton John and Ray Cooper,37.3361663,-121.890591
17,Sep,1994,Arrowhead Pond,Anaheim,USA,Elton John and Ray Cooper,33.8347516,-117.911732
19,Sep,1994,The Greek Theatre,Los Angeles,USA,Elton John and Ray Cooper,34.0536909,-118.242766
20,Sep,1994,The Greek Theatre,Los Angeles,USA,Elton John and Ray Cooper,34.0536909,-118.242766
21,Sep,1994,The Greek Theatre,Los Angeles,USA,Elton John and Ray Cooper,34.0536909,-118.242766
22,Sep,1994,The Greek Theatre,Los Angeles,USA,Elton John and Ray Cooper,34.0536909,-118.242766
11,Nov,1994,Zenith,Paris,France,Elton John and Ray Cooper,48.8588897,2.320041
12,Nov,1994,Zenith,Paris,France,Elton John and Ray Cooper,48.8588897,2.320041
14,Nov,1994,Zenith,Paris,France,Elton John and Ray Cooper,48.8588897,2.320041
15,Nov,1994,Zenith,Paris,France,Elton John and Ray Cooper,48.8588897,2.320041
17,Nov,1994,Zenith,Paris,France,Elton John and Ray Cooper,48.8588897,2.320041
18,Nov,1994,Zenith,Paris,France,Elton John and Ray Cooper,48.8588897,2.320041
20,Nov,1994,Assago Forum,Milan,Italy,Elton John and Ray Cooper,45.4641943,9.1896346
22,Nov,1994,Palauer,Rome,Italy,Elton John and Ray Cooper,41.8933203,12.4829321
27,Nov,1994,Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
28,Nov,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
30,Nov,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
1,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
3,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
4,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
5,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
7,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
8,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
10,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
11,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
12,Dec,1994,Royal Albert Hall,London,England,Elton John and Ray Cooper,51.4893335,-0.1440551
19,Jan,1995,Universal Amphitheatre,Los Angeles,USA,Commitment To Life VIII,34.0536909,-118.242766
21,Jan,1995,Beverly Hilton Hotel,Los Angeles,USA,golden globe awards,34.0536909,-118.242766
28,Jan,1995,Waldorf Astoria,New York,USA,benefit concert,40.7127281,-74.0060152
6,Feb,1995,Osakajo Hall,Osaka,Japan,Elton John and Ray Cooper,34.6937569,135.5014539
7,Feb,1995,Kokusai Center,Fukuoka,Japan,Elton John and Ray Cooper,33.6251241,130.6180016
9,Feb,1995,Century Hall,Nagoya,Japan,Elton John and Ray Cooper,35.1851045,136.8998438
11,Feb,1995,Osakajo Hall,Osaka,Japan,Elton John and Ray Cooper,34.6937569,135.5014539
12,Feb,1995,Budokan,Tokyo,Japan,Elton John and Ray Cooper,35.6768601,139.7638947
14,Feb,1995,Budokan,Tokyo,Japan,Elton John and Ray Cooper,35.6768601,139.7638947
15,Feb,1995,Budokan,Tokyo,Japan,Elton John and Ray Cooper,35.6768601,139.7638947
16,Feb,1995,Budokan,Tokyo,Japan,Elton John and Ray Cooper,35.6768601,139.7638947
20,Feb,1995,unknown,London,England,1995 Brit Awards,51.4893335,-0.1440551
22,Mar,1995,Jack Murphy Stadium,San Diego,USA,Face To Face,32.7174202,-117.162772
24,Mar,1995,MGM Grand,Las Vegas,USA,Face To Face,36.1674263,-115.1484131
25,Mar,1995,MGM Grand,Las Vegas,USA,Face To Face,36.1674263,-115.1484131
29,Mar,1995,Skydome,Toronto,Canada,Face To Face,43.6534817,-79.3839347
31,Mar,1995,Hoosier Dome,Indianapolis,USA,Face To Face,39.7683331,-86.1583502
2,Apr,1995,Texas Stadium,Irving,USA,Face To Face,32.8295183,-96.9442177
5,Apr,1995,Rice Stadium,Houston,USA,Face To Face,29.7589382,-95.3676974
7,Apr,1995,Memorial Stadium,Little Rock,USA,Face To Face,34.7465071,-92.2896267
9,Apr,1995,Memorial Stadium,Clemson,USA,Face To Face,34.6850749,-82.8364111
11,Apr,1995,Tampa Stadium,Tampa,USA,Face To Face,27.9477595,-82.458444
12,Apr,1995,Carnegie Hall,New York,USA,Rainforest Benefit,40.7127281,-74.0060152
13,Apr,1995,Joe Robbie Stadium,Miami,USA,Face To Face,25.7741728,-80.19362
14,Apr,1995,Joe Robbie Stadium,Miami,USA,Face To Face,25.7741728,-80.19362
20,May,1995,Stade Couvert,Lievin,France,Made In England Tour,50.4245,2.7738
21,May,1995,Maaspop Festival,Rotterdam,The Netherlands,Made In England Tour,51.9244424,4.47775
23,May,1995,Raosicky Stadium,Prague,Czech Republic,Made In England Tour,50.0874654,14.4212535
25,May,1995,Rathausplatz,Wien,Austria,Made In England Tour,48.2083537,16.3725042
27,May,1995,Hallenstadion,Zurich,Switzerland,Made In England Tour,47.3744489,8.5410422
28,May,1995,Hallenstadion,Zurich,Switzerland,Made In England Tour,47.3744489,8.5410422
30,May,1995,Palasport,Bologna,Italy,Made In England Tour,44.4938203,11.3426327
2,Jun,1995,Heysel Exhibition Center,Brussels,Belgium,Made In England Tour,50.8465573,4.351697
3,Jun,1995,Disneyland,Paris,France,Made In England Tour,48.8588897,2.320041
4,Jun,1995,Esplanade Zenith,Nancy,France,Made In England Tour,48.6937223,6.1834097
6,Jun,1995,Kremlin Palace,Moscow,Russia,Made In England Tour,55.625578,37.6063916
7,Jun,1995,Kremlin Palace,Moscow,Russia,Made In England Tour,55.625578,37.6063916
8,Jun,1995,Kremlin Palace,Moscow,Russia,Made In England Tour,55.625578,37.6063916
9,Jun,1995,The Globe,Stockholm,Sweden,Made In England Tour,59.3251172,18.0710935
10,Jun,1995,Spektrum,Oslo,Norway,Made In England Tour,59.9133301,10.7389701
11,Jun,1995,Globe,Stockholm,Sweden,Made In England Tour,59.3251172,18.0710935
12,Jun,1995,Spektrum,Oslo,Norway,Made In England Tour,59.9133301,10.7389701
13,Jun,1995,Spektrum,Oslo,Norway,Made In England Tour,59.9133301,10.7389701
14,Jun,1995,Spektrum,Oslo,Norway,Made In England Tour,59.9133301,10.7389701
16,Jun,1995,Forum Copenhagen,Copenhagen,Denmark,Made In England Tour,55.6867243,12.5700724
17,Jun,1995,Lüneburg,Hamburg,Germany,rock over germany,53.550341,10.000654
18,Jun,1995,Poznań Stadium,Poznań,Poland,Made In England Tour,52.4082663,16.9335199
20,Jun,1995,Waldbühne Amphitheatre,Berlin,Germany,Made In England Tour,52.5173885,13.3951309
22,Jun,1995,Trabrennbahn,Hamburg,Germany,Made In England Tour,53.550341,10.000654
24,Jun,1995,Messehalle,Essen,Germany,rock over germany,51.4582235,7.0158171
25,Jun,1995,Flugplatz,Schwalmstadt,Germany,rock over germany,50.9128419,9.1882126
27,Jun,1995,Hans Martin Shleyerhalle,Stuttgart,Germany,Made In England Tour,48.7784485,9.1800132
28,Jun,1995,Tony Garnier,Lyon,France,Made In England Tour,45.7578137,4.8320114
30,Jun,1995,Sporting Club,Monte Carlo,France,Made In England Tour,48.8753796,2.2958946
1,Jul,1995,Sporting Club,Monte Carlo,France,Made In England Tour,48.8753796,2.2958946
2,Jul,1995,Munich Olympic Stadium,Munich,Germany,rock over germany,48.1371079,11.5753822
4,Jul,1995,Elstadio El Sadar,Pamplona,Spain,Made In England Tour,42.815686,-1.6522353
5,Jul,1995,Arènes de Nîmes,Nîmes,France,Made In England Tour,43.8374249,4.3600687
7,Jul,1995,Seidenstickerhalle,Bielefeld,Germany,Made In England Tour,52.0191005,8.531007
8,Jul,1995,Out In The Green,Zurich,Switzerland,Made In England Tour,47.3744489,8.5410422
4,Aug,1995,Walnut Creek Amphitheater,Raleigh,USA,Made In England Tour,35.7803977,-78.6390989
5,Aug,1995,Nissan Pavilion,Bristow,USA,Made In England Tour,42.7738667,-92.9061091
6,Aug,1995,Blockbuster Pavilion,Charlotte,USA,Made In England Tour,35.2272086,-80.8430827
9,Aug,1995,Star Lake Amphitheater,Burgettstown,USA,Made In England Tour,40.3820133,-80.3928423
11,Aug,1995,Blockbuster Sony Center,Camden,USA,Made In England Tour,39.9448402,-75.1198911
12,Aug,1995,Blockbuster Sony Center,Camden,USA,Made In England Tour,39.9448402,-75.1198911
13,Aug,1995,Meadows Music Theatre,Hartford,USA,Made In England Tour,41.764582,-72.6908547
16,Aug,1995,Great Woods Performing Arts Center,Mansfield,USA,Made In England Tour,40.75839,-82.5154471
18,Aug,1995,Great Woods Performing Arts Center,Mansfield,USA,Made In England Tour,40.75839,-82.5154471
19,Aug,1995,Great Woods Performing Arts Center,Mansfield,USA,Made In England Tour,40.75839,-82.5154471
20,Aug,1995,Merriweather Post Pavilion,Columbia,USA,Made In England Tour,34.000754,-81.0352313
24,Aug,1995,United Center,Chicago,USA,Made In England Tour,41.8755616,-87.6244212
25,Aug,1995,United Center,Chicago,USA,Made In England Tour,41.8755616,-87.6244212
26,Aug,1995,Polaris Amphitheater,Columbus,USA,Made In England Tour,39.9622601,-83.0007065
29,Aug,1995,Riverbend Music Center,Cincinnati,USA,Made In England Tour,39.1014537,-84.5124602
30,Aug,1995,Riverport Amphitheatre,Maryland Heights,USA,Made In England Tour,38.7150511,-90.435999
1,Sep,1995,Lakewood Amphitheater,Atlanta,USA,Made In England Tour,33.7544657,-84.3898151
2,Sep,1995,Lakewood Amphitheater,Atlanta,USA,Made In England Tour,33.7544657,-84.3898151
7,Sep,1995,Portland Memorial Coliseum,Portland,USA,Made In England Tour,45.5202471,-122.674194
8,Sep,1995,Pacific Colisum,Vancouver,Canada,Made In England Tour,49.2608724,-123.113952
9,Sep,1995,Tacoma Dome,Tacoma,USA,Made In England Tour,47.2455013,-122.438329
